judul_film,ringkasan_sinopsis,genre
Duka Sedalam Cinta,Gagah (Hamas Syahid) pemuda tampan cerdas dan idola para gadis mengalami kecelakaan di suatu daerah di Maluku Utara. Ia ditolong oleh Kyai Ghufron (Salim A. Fillah) dan tinggal di pesantren milik kyai tersebut. Selama berada di sana Gagah belajar banyak tentang Islam. Sekembalinya dari Maluku Utara perubahan Gagah membuat Mama (Wulan Guritno) heran sedang adiknya yang tomboy Gita (Aquino Umar) salah paham. Gita marah dan tidak bisa menerima perubahan Gagah. Suatu ketika Gita bertemu Yudi (Masaji Wijayanto) pemuda tampan misterius yang membuatnya simpati. Gita juga berkenalan dengan Nadia (Izzah Ajrina) yang baru kembali dari Amerika dan Ibu Nadia (Asma Nadia). Gagah berusaha untuk terus berbaikan dengan Gita. Gagah yang menjadi relawan Rumah Cinta untuk pendidikan anak dhuafa di pinggiran Jakarta bersama 3 preman insyaf (Epi Kusnandar Abdur M. Bagya) menyiapkan sebuah rencana yang bisa mengubah segalanya. Namun sesuatu terjadi membuat Gagah Gita Yudi dan Nadia bertemu dalam jalinan takdir yang membawa mereka pada duka sedalam cinta dan sebuah pertemuan tak terduga di Halmahera Selatan.,Romantis
Jatuh Cinta Lagi,Kisah cinta antara dua yuppies urban yang sinis yang harus saling berhadapan sebagai pengacara di ruang sidang.,Romantis
Jejak Cinta,“Jejak Cinta” bercerita tentang Maryana seorang designer batik yang sedang melakukan riset di Singkawang untuk mencari karakter Batik asli dari tanah kelahirannya. Di sana ia bertemu dengan sahabat lamanya Wina. Pertemuan dengan wina menjadi pintu pembuka bertemunya Maryana dengan Hasan seorang guru tampan yang akhirnya menjadi Suaminya. Belum lama pernikahan mereka terguncang lewat hadirnya telpon dari Sarah yang meminta tolong ke Hasan. Hasan merasa tidak enak dengan keluarga Sarah yang dulu pernah membantunya. Hal ini membuat salah paham Maryana terlebih ketika ada telpon dari rumah sakit yang mengatakan bahwa Istri Hasan akan melahirkan. Maryana yang pada saat itu sedang katakutan karena mengidap kankerpun marah dan memilih meninggalkan Hasan. Hasan berusaha mengejar Istrinya namun di tengah jalan ia di tabrak oleh Toni pacar Sarah. Hasan pun di larikan ke RS terdekat. Sampai di rumah sakit Hendrawan (ayah Sarah) meluruskan kesalahpahaman Maryana terhadap Hasan. Hendrawan menjelaskan bahwa Hasanlah penyelamat keluarganya. Maryana merasa bersalah karena telah menuduh suaminya macam-macam. Ia pun menangis dan memeluk Hasan yang masih koma.,Romantis
Jelita Sejuba: Mencintai Kesatria Negara,Kisah cinta Sharifah dan Jaka tidak terlalu berliku. Takdir sepertinya menemukannya dengan mudah. Tanpa kencan pacaran Jaka segera mengusulkan untuk Sharifah dan mereka menikah. Namun kisah cinta bukan hanya tentang pertemuan. Menjalani kehidupan cinta dalam bentuk rumah tangga apalagi keluarga tentara memiliki dinamikanya sendiri. Sharifah harus belajar untuk menahan kerinduannya setiap kali Jaka ditugaskan. Seperti pantai Sejuba dihiasi dengan batu-batu indah dan besar menunggu matahari besok Sharifah terus menunggu kembalinya kekasihnya.,Romantis
Ketika cinta bertasbih,Film yang menceritakan kehidupan tokoh utamanya Khairul Azzam seorang mahasiswa Indonesia yang sedang menuntut ilmu di Al-Azhar University Kairo. Cerita yang bisa menjadi inspirasi bagi kita ketika melihat bagaimana kerja keras sang tokoh yang menuntut ilmu sekaligus berjuang menghidupi ibu dan adik-adiknya di kampung. Cerita yang juga bisa menuntun kita ketika melihat usaha dan perjuangan Khairul Azzam dalam menemukan jodohnya dengan tetap selalu teguh berpedoman kepada ajaran agama.,Romantis
Ketika cinta bertasbih 2,Ketika cinta bertasbih 2 menceritakan tentang azzam yang telah menyelesaikan perkuliahannya di kairo dan akan memulai kehidupan baru di indonesia. Sembilan tahun lamanya azzam berkutat di dunia perkuliahan demi mendalami islam secara akademik di kairo namun ia tak juga bangga dengan dirinya sendiri. Tak ada sedikit pun niatnya untuk menjadi seorang ustadz ataupun bergelut di lingkungan pesantren. Sepeninggal sang ayah azzam bekerja keras menghidupi ibu dan adiknya. Ia menekuni bisnis pengantaran paket logistic. Namun ibunya tetap tidak puas dengan pekerjaan azzam karena merasa tidak sepadan dengan pendidikan yang didapatkan azzam di universitas al-azhar. Namun azzam tetap optimis terhadap usahanya. Bersama sang adik husna (meyda sefira) mereka membuat kedai bakso cinta dan berhasil merebut pangsa pasar kalangan remaja.,Romantis
Melodi cinta Rhoma Irama,"Pertemuan pertama Rhoma dan Ricca terjadi ketika Rhoma menolong Ricca yang terjatuh saat mengikuti kegiatan kerja bakti di kampung. Sejak itu terjalin cinta di antara keduanya bahkan mereka sudah merencanakan pernikahan. Namun sebenarnya Herman yang kos di rumah Ricca juga menaruh hati pada Ricca. Dengan menikahi Ricca Herman berharap dapat menguasai perusahaan ayah Ricca di mana Herman bekerja padanya.Karena tidak berhasil merebut Ricca dari Rhoma Herman meminta bantuan Bonang seorang teknisi kendaraan untuk mencelakakan Rhoma. Bonang diikutkan dalam tur pertunjukan Rhoma dan ditugasi menangani masalah teknik kendaraan. Serangkaian aksi dilakukan Bonang di perjalanan di setiap kesempatan agar Rhoma celaka. Mulai dari memberi aliran listrik pada mikrofon yang akhirnya mencelakakan orang lain. Bonang juga gagal mencelakakan mobil Rhoma walaupun sudah memblongkan remnya. Rhoma mengajak anak buahnya berkemah sambil menanti perbaikan mobil. Ketika Rhoma sedang tidur Bonang memasukkan ular berbisa ke dalam kemahnya. Rhoma berhasil membunuh ular itu. Keesokan harinya rem mobil Rhoma benar-benar ""dibereskan"" oleh Bonang. Rhoma mengendarai mobil didampingi seorang krunya. Kali ini celakalah Rhoma. Mobilnya terperosok ke jurang. Dia luka cukup parah tapi bisa keluar dari mobil yang kemudian terbakar. Sedangkan pendamping Rhoma telah tewas sebelum mobil terbakar. Orang itulah yang disangka sebagai Rhoma oleh orang-orang yang menemukan. ""Kematian"" Rhoma membuat Ricca terpukul. Herman yang telah berhasil menyingkirkan Rhoma secara intensif mendekati Ricca. Ricca pun bersedia dinikahi Herman. Namun Ricca sempat mendengar pembicaraan Herman dengan Bonang di mana Bonang telah dikeluarkan dari perusahaannya dan meminta Herman menyediakan uang untuk membeli truk. Herman diancam akan dilaporkan ke polisi jika tidak memenuhi permintaan Bonang. Sementara itu Rhoma ditolong oleh keluarga Muhammad dengan anaknya Hadiah dan cucunya Abduh. Setelah sembuh Rhoma segera menelepon Ricca. Semula Ricca tidak percaya. Ricca yang sedang mempersiapkan pernikahan dengan Herman baru dapat diyakinkan setelah Rhoma menyanyikan lagu Sayang . Rhoma datang tepat pada waktu akad nikah Herman dan Ricca akan dilangsungkan. Mengetahui kedatangan Rhoma Ricca menolak dinikahi Herman bahkan membongkar rahasia selama ini bahwa Hermanlah otak percobaan pembunuhan Rhoma. Herman yang kalap dibantu oleh Bonang mencoba menghabisi Rhoma namun Rhoma berhasil mengalahkan keduanya.",Romantis
Surat Cinta untuk Starla the Movie,Pria hema yang terobsesi dengan cintanya pada alam memiliki keunikan membuat surat cinta untuk alam. Dibantu oleh warisan mesin tik tua mantan kakek jurnalisnya Hema menciptakan mural yang menunjukkan betapa banyak cinta Hema terhadap alam. Alam adalah satu-satunya cinta yang diketahui Hema. Hingga suatu hari Hema mengenal Starla. Seorang gadis cantik dan mandiri yang selama enam jam telah berhasil membuatnya jatuh cinta. Untuk pertama kalinya Hema menyadari ada surat cinta yang lebih indah daripada surat cinta untuk alam yang merupakan surat cinta untuk Starla. Tetapi ketika Hema dan Starla semakin dekat tiba-tiba saja sikap Starla berubah. Starla marah dan menjauh dari Hema bahkan menyuruh Hema melupakan 6 jam dari kisah mereka yang menjadi viral di media sosial bahkan disiarkan di radio oleh Athena seorang teman Hema. Sampai suatu hari Hema baru saja mengetahui penyebab perubahan sikap Starla terkait dengan rahasia masa lalu keluarga Hema. Bagaimana hubungan Hema dan Starla berlanjut? Bagaimana Starla Melanjutkan Tunangan Bimo?,Romantis
Bunga cinta kasih,"Gita, anak keluarga terpandang, dan Trisna, anak janda yang harus kos di kota untuk sekolah, terpilih sebagai ketua dan wakil ketua kelas. Gita diam-diam menaruh hati pada Trisna yang berhasil menaklukkan murid badung di kelas itu, dan membantu meningkatkan kawan terbelakang, Idrus, yang harus menarik becak untuk biaya sekolahnya. Suatu hari datang guru bahasa Inggris baru, Maria, yang menganakemaskan Trisna, karena sangat mirip dengan adik kandungnya yang meninggal karena kecelakaan. Waktu liburan kenaikan kelas, Maria meneruskan kuliah, Trisna pulang kampung. Tanpa dinyana, ternyata jumpa lagi dengan Gita yang orang tuanya membeli tanah ibu Trisna untuk biaya sekolah anaknya. Ketahuan bahwa Trisna-Gita pacaran. Ayah Gita marah besar, hingga membuat bingung Gita dan ibunya. Trisna menerima saja, sampai suatu saat ia memergoki ayah Gita itu ternyata pacaran lagi dengan Maria. Dari gelagat dan sikap Trisna dalam pertemuan tak terduga itu, Maria punya firasat dan lalu mencari informasi, hingga dia memutuskan hubungannya dengan ayah Gita, yang kemudian berbalik baik dengan Trisna dan juga berbaik kembali dengan keluarganya, yang dari awal digambarkan bahagia terus. Ketika ditanya alasannya kenapa tiba-tiba baik terhadap Trisna, ayah ini dengan enteng menjawab untuk menguji.",Romantis
Cinta di Saku Celana,Mimpi Ahmad sederhana. Dia ingin sekali punya cinta. Dan mimpi itu sebenarnya terasa sangat wajar karena Ahmad yang memang yatim piatu tidak pernah sekalipun merasakan cinta sejak ia kecil dan hidup di panti asuhan Sampai akhirnya sekumpulan kartu-kartu pos misterius yang dikirimkan Bagas dari berbagai penjuru dunia mempertemukan Ahmad dengan Bening. Seorang mahasiswi cantik namun rapuh yang kemudian jadi sering ia temui di gerbong KRL yang ditumpanginya. Ahmad pun jatuh cinta. Satu masalahnya. Ahmad bahkan tidak punya keberanian untuk mengajaknya berkenalan Peperangan terjadi di hati Ahmad haruskah ia meraih cintanya atau terus hidup seperti ini? Akhirnya atas saran ibu Panti Asuhan dan dukungan sahabatnya Gifar Ahmad menulis surat cinta. Ia berencana memberikan surat itu kepada Bening dan mengajaknya berkenalan sebelum semuanya terlambat. Tapi karena sebuah insiden kecopetan yang tak terduga menyebabkan surat itu hilang keberanian Ahmad yang memang sudah tanggung langsung hancur Tak putus asa insiden kecopetan itu memberi Ahmad ide. Ia meminta bantuan seorang copet bernama Gubeng untuk mencurikan cinta Bening. Tapi pada hari yang dijanjikan Gubeng copet sewaan itu tak muncul Ahmad pun geram. Dengan menggenggam palu stempel pos Ahmad memburu Gubeng yang ternyata insaf dan berada di sel penjara Masalah ternyata tidak berhenti ketika Gubeng masuk penjara. Gubeng mengaku bahwa cinta itu sekarang tertinggal di saku celana jins yang sedang ia cuci di sebuah Laundry. Namun lagi-lagi setelah Ahmad tiba di Laundry yang dimaksud masalah baru kembali menghajar. Karena ternyata si pemilik Laundry itu Roy juga menginginkan cinta dari seorang Bening Perseteruan pun terjadi dengan si pemilik laundry yang juga adalah bos narkoba yang terselubung. Masalah semakin runyam ketika Briptu Nila datang menggerebek tempat itu dan ikut menahan Ahmad. Mimpi Ahmad akan cinta pun terlihat semakin sulit untuk diraih Apakah Ahmad akan bisa mendapatkan cinta di saku belakang celana atau kini ia malah harus kehilangan segalanya?,Romantis
Cinta kembar,"Rhoma Irama sukses besar sebagai musikus dangdut. Kedua adiknya, Deddy dan Herrypenuh semangat berlatih karena ingin mengikuti jejak sang kakak. Sebagai remaja, keduanya tak lepas dengan masalah asmara. Kakak-beradik ini mempunyai pacar gadis kembar, Ela dan Eli. Pada saat orangtua Ela dan Eli ingin menjodohkan salah satu anak kembarnya dengan pria lain, mereka menolak, karena cinta kedua pasangan itu sudah begitu mendalam. Cobaan Deddy bukan saja datang dari orangtua Eli, tetapi datang pula dari pemuda lain terhadap Eli. Ketika Deddy melihat Herry menggandeng Eli, Deddy hampir frustasi. Akhirnya, masalah selesai berkat kewibawaan Rhoma Irama.",Romantis
Kalau cinta jangan cengeng,Boy seorang bintang film terkenal memiliki masa lalu yang kelam karena ia terlibat dalam kecelakaan mobil yang menewaskan dua orang. Kemudian ia menjadi Duta Besar untuk kampanye Anti-Narkoba dan memberikan kuliah di pusat rehabilitasi. Di sana ia melihat seorang pecandu yang menyerupai orang yang meninggal dalam kecelakaan beberapa tahun yang lalu. Dia adalah Yani putri dari pasangan yang sudah meninggal yang dia selamatkan dalam kecelakaan itu. Karena merasa bersalah Boy mencoba membantu Yani untuk pulih dari kecanduannya. Kemudian Yani kabur dari pusat dan mulai menggunakan narkoba lagi bersama Felix dealernya. Boy menemukannya dan membawanya pulang. Ini membuat pacar Boy Luna marah. Tapi ketika hubungan Boy dengan Yani semakin dekat mantan manajer Boy Ahmad mengatakan pada Yani bahwa itu adalah Boy yang membunuh orang tuanya.,Romantis
Ayat Ayat Cinta 2,Fahri sekarang tinggal di Edinburgh dan bahkan dosen di Universitas Pf Edinburgh terpaksa menjalani kehidupan sehari-harinya sendirian. Bersama dengan Paman Hulusi asisten rumah tangga Turki ia melanjutkan hidupnya tanpa Aisha.,Romantis
Merah itu Cinta,Merah itu cinta mengisahkan tentang kehidupan asmara dari gadis bernama raisa (marsha timothy) yang memiliki rambut berwarna merah. Setahun terakhir ini ia sangat merindukan kekasih yang sudah menjadi tunangannya. Kekasihnya bernama rama (yama carlos). Tak heran jika raisa sangat gembira ketika mendapat kabar bahwa tunangannya itu akan kembali dan tinggal tak jauh darinya.,Romantis
30 hari mencari cinta,"Keke Gwen dan Olin adalah teman dekat yang memulai persahabatan mereka sejak sekolah menengah. Bersama-sama saat mereka mencapai universitas ketiga gadis itu tinggal di rumah orang tua Olin. Mereka bertiga telah memilih subjek yang berbeda. Tapi yang paling penting adalah setelah uni itu adalah bagian dari rutinitas mereka untuk nongkrong di kafe pizza menyewa video rumah dan menonton film bersama di rumah. Suatu malam saat mereka menonton adegan romantis di ""Titanic"" hati mereka tersentuh. Mereka menyadari bahwa selama ini mereka telah hilang dan mengabaikan sesuatu yang sangat penting dan itu adalah CINTA. Satu-satunya laki-laki yang tampaknya menikmati perusahaan mereka adalah Bono tetangga mereka. Keesokan harinya mereka dipanggil ""the lesbian"" oleh geng musuh mereka dipimpin oleh seorang gadis ceria profil tinggi bernama Barbara yang payudaranya diperbesar oleh proses injeksi silikon. Karena ini para gadis berpikir bahwa mereka sudah cukup oleh karena itu mereka mencoba beberapa ide untuk mendapatkan kekasih. Alih-alih menemukan cinta",Romantis
Apa artinya cinta?,Aliza (Shandy Aulia) adalah seorang gadis berusia 17 tahun yang hidup di tengah keluarga yang kaya dan harmonis. Selain rutinitas sekolah ia dan sahabat karibnya Mitha (Acha Septriasa) kerap hang-out bersama teman-temannya yang lain. Hal yang berbeda dari kehidupannya adalah pernikahan kakaknya Rio (Mischa Chandrawinata) yang akan dilangsungkan beberapa minggu lagi dan keinginan Aliza untuk kuliah di luar negeri yang masih menjadi pertimbangan ayahnya (Onky Alexander} dan Ibunya (Sari Nila) yang hamil anak ketiga.,Romantis
Baracas: Barisan Anti Cinta Asmara,Geng Barisan Anti Cinta Asmara atau disingkat menjadi Baracas merupakan geng baru yang langsung populer di kota Bandung. Popularitas geng ini diraih bukan karena sering bikin onar namun karena geng ini telah menarik perhatian pria jomblo di Bandung. Bahkan ada yang rela meninggalkan keluarganya karena ingin bergabung dengan para pria senasib ini. Geng ini diketuai oleh Agus (diperankan oleh Ringgo Agus Rahman) yang pernah merasakan sakit hati karena dikhianati oleh mantan kekasihnya Sarah (diperankan oleh Tika Bravani). Karena pengalamannya inilah Agus sengaja membentuk geng yang berisikan barisan pemuda yang sakit hati karena dikecewakan oleh cinta. Semua anggota geng ini adalah para pria yang pernah disakiti hatinya dan tak sudi menjalin asmara kembali. Melalui geng ini para pria yang menjadi anggotanya menjadi akur dan kompak dalam segala hal. Namun mereka dianggap aneh dan berlebihan oleh teman-teman wanita mereka. Karena mereka benar-benar anti kepada wanita bahkan mereka tidak diperbolehkan memiliki koneksi dengan bisnis apapun yang terkait dengan wanita oleh sang ketua geng. Sebenarnya kegiatan geng Baracas ini tidak sampai mengganggu ketertiban umum. Namun beberapa pihak (yaitu para wanita) menganggap kehadiran geng ini sangat mengganggu. Mereka pun melaporkan geng Baracas ke pihak berwajib sebagai geng yang mengganggu ketertiban umum. Namun oleh pihak berwajib laporan ini tidak ditindak karena tidak ditemukan indikasi bahwa geng Baracas mengganggu ketertiban umum. Para wanita yang kecewa laporannya diabaikan mengambil tindakan sendiri. Mereka merusak markas geng Baracas dan membuat anggota geng marah dan makin benci dengan wanita. Geng Baracas tidak tinggal diam. Intimidasi yang mereka terima bukannya dianggap sebagai ancaman malah mereka jadikan tantangan. Sampai kapankah hal ini akan terjadi? Bukankah mereka juga tetap membutuhkan wanita (ibu mereka)? Apakah mereka akhirnya akan membuka hati lagi untuk mencintai wanita yang tidak akan menyakiti hati mereka?,Romantis
Hijrah Cinta,Cerita tentang almarhum Ustadz Jefri Al Buchori (Alfie Alfandy) alias Uje yang dikenal sebagai ustad gaul. Uje muda hanyut dalam kenikmatan dunia. Ia sia-siakan bakat yang dimilikinya: aktor berbakat model ternama bahkan masa depan yang bagus. Karena ulahnya ia dijauhi teman dan sahabat. Bahkan harapan seorang ibu yang menginginkan sang anak tidak menyia-nyiakan hidup malah harus pasrah menghadapi kenyataan. Perkenalan Uje dengan seorang gadis bernama Pipik (Revalina S. Temat) mengubah hidupnya. Ia begitu terkesan setelah pandangan pertama. Pipik pun meyakini bahwa lelaki yang dicintainya ini memiliki tekad besar mengubah hidupnya. Pipik tidak saja menjadi saksi perubahan hidup Uje tetapi juga penyelamat hidup Uje lepas dari jerat narkoba,Romantis
Rindu kami padamu,Aneka kehidupan dan problem di sebuah pasar. Ada Pak Haji Arief yang mesjidnya belum punya kubah karena kekurangan dana. Ada suami yang ditinggal istri karena kelakuannya yang buruk dan berusaha menjadi baik dengan mengabdi di masjid tetapi juga punya persoalan dengan anak perempuannya yang masih bocah dan sangat nakal. Ada janda pemilik warung. Ada gadis cantik yang lari dari rumah karena tak dihiraukan ayahnya. Ada gadis bisutergagap-gagap bila berbicara dan senang melukis. Ada gadis pekerja yang kos di salah satu rumah di wilayah itu yang diam-diam ditaksir oleh salah satu pedagang telur yang punya adik nakal. Tokoh-tokoh dan masalahnya dicoba dilukiskan secara bergantian sekilas-sekilas tetapi setiap masalah juga diikuti hingga selesai. Banyaknya tokoh dan masalahnya ini membuat jalan cerita kadang-kadang harus mengorbankan informasi penting seperti tiba-tiba saja datang sumbangan kubah masjid.,Romantis
Rindu Purnama,Rindu purnama bercerita tentang keseharian yang dialami oleh anak jalanan bernama rindu (salma paramitha). Di jalanan ia menjalani kesehariannya bersama dengan teman-temannya dan akbar si kecil yang selalu ingusan. Jalanan menjadi tempat mereka untuk mencari rezeki dengan mengamen. Setelah seharian bekerja mereka pun pulang ke rumah mereka yakni sebuah rumah singgah yang tidak akan nyaman jika tidak ada ibu sarah (ririn ekawati) ibu yang menjaga mereka.,Romantis
Rock N Love,Band Kotak yang digawangi tiga orang personil Cella Tantri dan Chua baru saja terpilih sebagai salah satu band pengusung musik rock di blantika musik Indonesia dan berhasil masuk ke ajang bergengsi panggung musik Rock Jakarta Distortion Wave saat paling menentukan bagi karier bermusik mereka untuk itu Kotak Band terus berlatih secara intensif dan mempersiapkan diri. Terpilihnya band Kotak sempat menjadi bahan protes The Rebel Youth band saingan Kotak ini dimotori oleh Rotor (Ganindra Bimo) banyak cara yang dilakukan oleh Rotor dan kawan-kawan untuk menghambat Kotak berkiprah di Jakarta Distortion Wave namun apadaya hasil seleksi juri telah mutlak dan dilakukan secara sportif. Perlakuan The Rebel Youth sempat menyulut beberapa teman baik Cella sesama pecinta motor yang merasa tidak terima dengan perlakukan Rotor dan personil lainnya.m Walaupun Rotor dan kawan-kawan selalu menyerang Kotak dengan berbagai macam cara Kotak pantang menyerah mereka justru semakin ulet dalam berlatih dan menyusun strategi untuk memberikan performance terbaik mereka. Simpatisme muncul dari masyarakat juga semakin kuat ketika salah satu media mendaulat Tantri sebagai salah satu musisi wanita yang konsisten terhadap aliran musik rock. Gayung bersambut nasib baik ternyata berpihak kepada Kotak beberapa produk sponsor yang mengetahui bahwa Kotak akan melakukan konser segera menghubungi Aldi (Denny Sumargo) dan siap mendukung kegiatan yang akan dilakukan oleh Kotak. Sementara itu ketiga orang crew setia Kotak Akew Sabrino dan Usbros (Reynold Hamzah Mono dan Erick Estrada) melihat keganjilan pada Cella Tantri dan Chua. Masing-masing ternyata secara diam-diam memiliki problematika cinta yang rumit dan belum terselesaikan. Cella patah hati karena hubungan cintanya dengan Nadira Alfie tidak direstui oleh kedua orang tua pasangannya. Tantri mengalami kebuntuan cinta karena komunikasi yang tidak lancar dengan Robin (Vino G. Bastian). Sementara Chua merasa terganggu karena Mas Bagus (Dicky Otoy) fans fanatik Kotak terlalu agresif untuk mendekati dirinya.,Romantis
Romeo Juliet,Film tentang kisah cinta antara Rangga pendukung setia klub sepakbola Persija dengan Desi pendukung Persib. Rangga rela melakukan apa saja untuk mendapatkan cinta Desi bahkan kawin lari ke kota lain yang tidak terkait dengan Persija dan Persib.,Romantis
Saranghae I Love You,Young Min (Tim Hwang) adalah putra dari Kim San seorang pengusaha terkenal di Korea. Kim San memiliki sahabat sekaligus rekan bisnis Harno yang merupakan ayah Dewi dan Ayu (Revalina S. Temat). Ibunda Young Min Son Jung Min meninggal di Bali 6 tahun lalu. Menurut gosip yang beredar ibu Young Min meninggal bersama seorang pria Bali bernama Wayan. Ayah Young Min mengira istrinya berselingkuh dengan Wayan. Membuatnya sangat membenci almarhumah ibu Young Min. Setelah 6 tahun berlalu Young Min yang juga artis terkenal di Korea berkesempatan mengunjungi Indonesia untuk urusan bisnis ayahnya dan Harno. Sebenarnya Young Min hendak menggunakan kunjungannya ke Indonesia untuk menyelidiki penyebab kematian ibunya yang sesungguhnya. Ia tak percaya ibunya tega mengkhianati ayahnya. Young Min lalu pura-pura hilang dan menuju Bali untuk mengungkap misteri ini. Di Bali Young Min dibantu oleh Adi seorang pengarang lagu yang menggemari musik Korea. Adi sebenarnya adalah anak kandung Wayan. Sementara Wayan ternyata ayah angkat Ayu yang merupakan putri biologis Harno dan sekretarisnya yang bernama Laras. Young Min tidak tahu bahwa dengan menghilangnya dia menimbulkan kepanikan baik di Indonesia dan Korea. Kim San mengutus putrinya yang bernama Yuna (adik Young Min) dan Jeung Seok (Richard Kwon) manajer Young Min untuk mencari Young Min. Sedangkan Harno meminta putrinya yang bernama Dewi (Rini Yulianti) dan detektif pribadinya yang bernama Bambang untuk melacak keberadaan Young Min. Dalam persembunyiannya di Bali Young Min sering ribut dengan Ayu. Seiring waktu keduanya justru saling jatuh cinta. Sementara di tempat lain Dewi yang mencari Young Min sangat khawatir karena gadis itu diam-diam mencintai Young Min. Konflik demi konflik terjadi Young Min akhirnya mengira ibunya benar-benar selingkuh dengan Wayan. Setelah Young Min tahu bahwa Ayu anak Wayan pria itu pulang ke Korea. Dalam suatu pertengkaran Adi mengucap bahwa Ayu bukan anak kandung Wayan. Sampai akhirnya Ayu tahu bahwa ayah kandungnya adalah Harno dan ibunya Laras. Berkat bantuan ibu Laras Ayu bisa pergi ke Korea untuk urusan pekerjaan. Sekaligus memberikan bukti cinta almarhumah ibu Young Min pada Kim San berupa Lukisan Jayaprana dan Layonsari kunci utama dari semua konflik yang terjadi.,Romantis
Something in Between,Gema (Jefri Nichol) siswa kelas 2 SMA yang tergila-gila kepada Maya (Amanda Rawles) yang merupakan teman sekolahnya. Gema tergolong murid yang biasa dan nakal sementara itu Maya berada di kelas unggulan dan merupakan murid yang pintar. Gema terus berusaha mengejar Maya yang didukung oleh Surya (Junior Liem) sahabat Gema. Tidak hanya Gema yang menyukai Maya ada juga Raka (Naufal Samudra) yang juga berusaha untuk mendapatkan Maya.,Romantis
Something in the Way,Ahmad (Reza Rahadian) adalah sosok pemuda yang pekerja keras rajin dan mudah bergaul. Selain itu ternyata dia juga mempunyai libido yang sangat tinggi tatkala melihat lawan jenis. Ia hanyalah seorang supir taksi yang menjadi pujaan banyak wanita. Sesungguhnya Ahmad sudah ditunangkan dengan Raya (Rosnita Putri) gadis yang cantik dan baik hati serta tidak begajulan. Namun sayang Ahmad menolak cinta dari Raya. Ia justru mencari gadis yang bekerja sebagai pekerja seks komersial yang bernama Kinar (Ratu Felisha). Tetapi Kinar tidak menerima begitu saja cinta dari Ahmad. Ia malah menantang Ahmad untuk membuktikan cintanya kepada dirinya. Kinar lantas menyuruh Raya untuk bisa mendapatkan hati dari Ahmad. Hal ini dicemburui oleh Sarah (diperankan Smitha Anjani). Sarah merasa bahwa dirinyalah yang tepat untuk Ahmad. Mendapat penolakan dari Raya Kinar justru berambisi untuk menjodohkan Ahmad dengan Raya.,Romantis
Galih dan Ratna,Kisah tentang kehidupan dalam masa transisi di mana ada dua remaja yang belum siap menjadi dewasa. Tetapi mereka menuntut banyak oleh lingkungan mereka tanpa mempertimbangkan apa sebenarnya yang mereka inginkan. Mereka hanya memiliki satu sama lain untuk diam-diam mendorong satu sama lain dan mengejar impian mereka.,Romantis
7 Hati 7 Cinta 7 Wanita,Kartini (Jajang C Noer) adalah dokter kandungan berusia 45 tahun. Masa lalunya yang kelam membuat ia terjebak di tengah-tengah masalah kehidupan dan percintaan 6 orang pasien wanitanya yang juga kelam dan tidak bahagia. Namun kebahagiaan hidup harus diperjuangkan. Walau tidak semua wanita mampu memperjuangkannya dan kembali menjadi korban,Romantis
99 Cahaya di Langit Eropa,Kisah seorang siswa Indonesia di Eropa. Bagaimana mereka beradaptasi bertemu dengan berbagai teman sampai akhirnya menuntun mereka ke rahasia-rahasia Islam di benua Eropa.,Romantis
A: Aku Benci & Cinta,BAGI ANGGIA (INDAH PERMATASARI) makhluk yang paling menyebalkan di sekolah adalah ALVARO (JEFFRY NICHOLS). Cowok rese tersebut jadi KETUA OSIS sedangkan Anggia jadi wakilnya. Mereka tidak pernah akur dalam rapat. Ketika Anggia tidak setuju diadakan Prom Alvaro malah mengejek bahwa Anggia takut karena tidak akan dapat pasangan. Hal ini membuat Anggia kesal. Untung muncul ALEX (BRANDON SALIM) sahabat kakak Anggia yang penuh perhatian dan pengertian. Super Ideal bagi Anggia. Namun entah mengapa nasib terus menyatukan Anggia dan Alvaro. Alvaro diharuskan menjadi tutor musik bagi Anggia saat jam sekolah selesai. Dua jam yang menyiksa bagi Anggia berhadapan dengan cowok menyebalkan seperti Alvaro. Namun hari demi hari membuat Anggia mengenal Alvaro lebih dekat. Dibalik kesinisannya tersembunyi perhatiannya yang unik. Dibalik keflamboyannya tersimpan rasa sepi yang mendalam. Kekaguman dan rasa suka pun muncul. Namun tidak mudah bagi keduanya untuk mengakui perasaan tersebut. Masih ada Alex dalam kehidupan Anggia. Sedangkan Alvaro masih memiliki ATHALA (AMANDA RAWLES) gadis yang masih terbaring koma. Setiap saat ketika Athala sadar dari komanya Anggia harus bersiap melepas Alvaro yang akan kembali pada Athala.,Romantis
Aach... Aku Jatuh Cinta,Aach... Aku Jatuh Cinta! adalah sebuah film drama komedi romantis Indonesia yang dirilis pada 4 Februari 2016 setelah sebelumnya sempat ditunda dari jadwal semula yakni 8 Oktober 2015. Film ini dibintangi oleh Pevita Pearce sebagai Yulia Chicco Jerikho sebagai Rumi Nova Eliza dan masih banyak lagi. Film ini adalah film Drama pertama yang disutradarai oleh Garin Nugroho dalam kurun waktu 25 tahun terakhir. Film ini menceritakan tentang sepasang kekasih Yulia dan Rumi yang saling jatuh cinta sejak kecil. Keduanya melewati perjalanan cinta dari tahun 1970-an hingga 1990-an. [2] Proses syuting film ini dilakukan di Yogyakarta dan film ini akan dirilis pada tahun 2016 mendatang.,Romantis
